name,type,reach,impressions,spend,video_p25_watched_actions,video_p50_watched_actions,video_p75_watched_actions,video_p100_watched_actions,date_start,date_stop,result_type,results
families_with_children__traffic__120215323827970063__en,to_date_ad,1938.0,5718.0,736.67,15.0,15.0,15.0,15.0,2024-12-27,2024-12-30,Link clicks,36.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,2157.0,5721.0,727.86,37.0,37.0,37.0,37.0,2024-12-27,2024-12-31,Link clicks,53.0
families_with_children__traffic__120215323827970063__en,to_date_ad,1938.0,5718.0,736.67,15.0,15.0,15.0,15.0,2024-12-27,2024-12-31,Link clicks,36.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,2157.0,5721.0,727.86,37.0,37.0,37.0,37.0,2024-12-27,2025-01-01,Link clicks,53.0
families_with_children__traffic__120215323827970063__en,to_date_ad,1938.0,5718.0,736.67,15.0,15.0,15.0,15.0,2024-12-27,2025-01-01,Link clicks,36.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,1600.0,2102.0,218.32,424.0,220.0,148.0,108.0,2024-12-27,2025-01-02,Link clicks,15.0
families_with_children__traffic__120215323827970063__en,to_date_ad,2329.0,6197.0,771.31,103.0,59.0,41.0,31.0,2024-12-27,2025-01-02,Link clicks,38.0
families_with_children__traffic__120215323827970063__de,to_date_ad,1537.0,1902.0,218.63,384.0,224.0,139.0,105.0,2024-12-27,2025-01-02,Link clicks,12.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,2581.0,6238.0,765.0,165.0,104.0,83.0,75.0,2024-12-27,2025-01-02,Link clicks,57.0
families_with_children__traffic__120215323827970063__de,to_date_ad,3285.0,4637.0,416.49,957.0,525.0,322.0,225.0,2024-12-27,2025-01-03,Link clicks,25.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,3991.0,8221.0,876.97,594.0,307.0,203.0,158.0,2024-12-27,2025-01-03,Link clicks,76.0
families_with_children__traffic__120215323827970063__en,to_date_ad,3681.0,8136.0,882.7,483.0,249.0,159.0,116.0,2024-12-27,2025-01-03,Link clicks,53.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,3452.0,4900.0,415.6,1125.0,596.0,372.0,264.0,2024-12-27,2025-01-03,Link clicks,34.0
families_with_children__traffic__120215323827970063__de,to_date_ad,4493.0,6975.0,621.7,1476.0,784.0,488.0,346.0,2024-12-27,2025-01-04,Link clicks,37.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,4786.0,9670.0,996.52,917.0,474.0,316.0,229.0,2024-12-27,2025-01-04,Link clicks,82.0
families_with_children__traffic__120215323827970063__en,to_date_ad,4317.0,9259.0,971.61,698.0,366.0,233.0,171.0,2024-12-27,2025-01-04,Link clicks,63.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,4655.0,7021.0,590.78,1662.0,860.0,541.0,384.0,2024-12-27,2025-01-04,Link clicks,53.0
families_with_children__traffic__120215323827970063__de,to_date_ad,4859.0,7898.0,728.04,1642.0,862.0,544.0,386.0,2024-12-27,2025-01-05,Link clicks,42.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,5147.0,10481.0,1097.68,1090.0,557.0,369.0,264.0,2024-12-27,2025-01-05,Link clicks,84.0
families_with_children__traffic__120215323827970063__en,to_date_ad,4648.0,9975.0,1047.37,838.0,441.0,285.0,218.0,2024-12-27,2025-01-05,Link clicks,68.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,4893.0,7821.0,679.76,1830.0,953.0,599.0,418.0,2024-12-27,2025-01-05,Link clicks,60.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,4893.0,7821.0,679.76,1830.0,953.0,599.0,418.0,2024-12-27,2025-01-06,Link clicks,60.0
families_with_children__traffic__120215323827970063__en,to_date_ad,4648.0,9975.0,1047.37,838.0,441.0,285.0,218.0,2024-12-27,2025-01-06,Link clicks,68.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,5147.0,10481.0,1097.68,1090.0,557.0,369.0,264.0,2024-12-27,2025-01-06,Link clicks,84.0
families_with_children__traffic__120215323827970063__de,to_date_ad,4859.0,7898.0,728.04,1642.0,862.0,544.0,386.0,2024-12-27,2025-01-06,Link clicks,42.0
families_with_children__traffic__120215323827970063__de,to_date_ad,4859.0,7898.0,728.04,1642.0,862.0,544.0,386.0,2024-12-27,2025-01-07,Link clicks,42.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,5147.0,10481.0,1097.68,1090.0,557.0,369.0,264.0,2024-12-27,2025-01-07,Link clicks,84.0
families_with_children__traffic__120215323827970063__en,to_date_ad,4648.0,9975.0,1047.37,838.0,441.0,285.0,218.0,2024-12-27,2025-01-07,Link clicks,68.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,4893.0,7821.0,679.76,1830.0,953.0,599.0,418.0,2024-12-27,2025-01-07,Link clicks,60.0
families_with_children__traffic__120215323827970063__de,to_date_ad,4859.0,7898.0,728.04,1642.0,862.0,544.0,386.0,2024-12-27,2025-01-08,Link clicks,42.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,5147.0,10481.0,1097.68,1090.0,557.0,369.0,264.0,2024-12-27,2025-01-08,Link clicks,84.0
families_with_children__traffic__120215323827970063__en,to_date_ad,4648.0,9975.0,1047.37,838.0,441.0,285.0,218.0,2024-12-27,2025-01-08,Link clicks,68.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,4893.0,7821.0,679.76,1830.0,953.0,599.0,418.0,2024-12-27,2025-01-08,Link clicks,60.0
families_with_children__traffic__120215323827970063__de,to_date_ad,4859.0,7898.0,728.04,1642.0,862.0,544.0,386.0,2024-12-27,2025-01-09,Link clicks,42.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,5147.0,10481.0,1097.68,1090.0,557.0,369.0,264.0,2024-12-27,2025-01-09,Link clicks,84.0
families_with_children__traffic__120215323827970063__en,to_date_ad,4648.0,9975.0,1047.37,838.0,441.0,285.0,218.0,2024-12-27,2025-01-09,Link clicks,68.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,4893.0,7821.0,679.76,1830.0,953.0,599.0,418.0,2024-12-27,2025-01-09,Link clicks,60.0
families_with_children__traffic__120215323827970063__en,to_date_ad,4971.0,10431.0,1205.2,870.0,463.0,296.0,225.0,2024-12-27,2025-01-10,Link clicks,71.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,5199.0,8330.0,856.93,1848.0,963.0,605.0,422.0,2024-12-27,2025-01-10,Link clicks,66.0
families_with_children__traffic__120215323827970063__de,to_date_ad,5288.0,8605.0,905.57,1681.0,887.0,564.0,401.0,2024-12-27,2025-01-10,Link clicks,44.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,5559.0,11120.0,1264.4,1113.0,573.0,380.0,272.0,2024-12-27,2025-01-10,Link clicks,90.0
families_with_children__traffic__120215323827970063__de,to_date_ad,5647.0,9265.0,1071.91,1799.0,957.0,608.0,433.0,2024-12-27,2025-01-11,Link clicks,46.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,5930.0,11767.0,1426.83,1263.0,667.0,447.0,322.0,2024-12-27,2025-01-11,Link clicks,102.0
families_with_children__traffic__120215323827970063__en,to_date_ad,5373.0,11104.0,1364.75,1007.0,543.0,348.0,263.0,2024-12-27,2025-01-11,Link clicks,73.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,5563.0,8945.0,1022.66,2015.0,1062.0,670.0,466.0,2024-12-27,2025-01-11,Link clicks,68.0
families_with_children__traffic__120215323827970063__en,to_date_ad,5655.0,11542.0,1471.56,1101.0,593.0,375.0,285.0,2024-12-27,2025-01-12,Link clicks,75.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,5769.0,9296.0,1124.01,2106.0,1111.0,699.0,485.0,2024-12-27,2025-01-12,Link clicks,69.0
families_with_children__traffic__120215323827970063__de,to_date_ad,5873.0,9670.0,1182.55,1889.0,1016.0,651.0,463.0,2024-12-27,2025-01-12,Link clicks,48.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,6178.0,12195.0,1530.72,1356.0,714.0,479.0,346.0,2024-12-27,2025-01-12,Link clicks,105.0
families_with_children__traffic__120215323827970063__de,to_date_ad,5873.0,9670.0,1182.55,1889.0,1016.0,651.0,463.0,2024-12-27,2025-01-13,Link clicks,48.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,6178.0,12195.0,1530.72,1356.0,714.0,479.0,346.0,2024-12-27,2025-01-13,Link clicks,105.0
families_with_children__traffic__120215323827970063__en,to_date_ad,5655.0,11542.0,1471.56,1101.0,593.0,375.0,285.0,2024-12-27,2025-01-13,Link clicks,75.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,5769.0,9296.0,1124.01,2106.0,1111.0,699.0,485.0,2024-12-27,2025-01-13,Link clicks,69.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,5769.0,9296.0,1124.01,2106.0,1111.0,699.0,485.0,2024-12-27,2025-01-14,Link clicks,69.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,6178.0,12195.0,1530.72,1356.0,714.0,479.0,346.0,2024-12-27,2025-01-14,Link clicks,105.0
families_with_children__traffic__120215323827970063__en,to_date_ad,5655.0,11542.0,1471.56,1101.0,593.0,375.0,285.0,2024-12-27,2025-01-14,Link clicks,75.0
families_with_children__traffic__120215323827970063__de,to_date_ad,5873.0,9670.0,1182.55,1889.0,1016.0,651.0,463.0,2024-12-27,2025-01-14,Link clicks,48.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,5769.0,9296.0,1124.01,2106.0,1111.0,699.0,485.0,2024-12-27,2025-01-15,Link clicks,69.0
families_with_children__traffic__120215323827970063__de,to_date_ad,5873.0,9670.0,1182.55,1889.0,1016.0,651.0,463.0,2024-12-27,2025-01-15,Link clicks,48.0
families_with_children__traffic__120215323827970063__en,to_date_ad,5655.0,11542.0,1471.56,1101.0,593.0,375.0,285.0,2024-12-27,2025-01-15,Link clicks,75.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,6178.0,12195.0,1530.72,1356.0,714.0,479.0,346.0,2024-12-27,2025-01-15,Link clicks,105.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,6178.0,12195.0,1530.72,1356.0,714.0,479.0,346.0,2024-12-27,2025-01-16,Link clicks,105.0
families_with_children__traffic__120215323827970063__en,to_date_ad,5655.0,11542.0,1471.56,1101.0,593.0,375.0,285.0,2024-12-27,2025-01-16,Link clicks,75.0
families_with_children__traffic__120215323827970063__de,to_date_ad,5873.0,9670.0,1182.55,1889.0,1016.0,651.0,463.0,2024-12-27,2025-01-16,Link clicks,48.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,5769.0,9296.0,1124.01,2106.0,1111.0,699.0,485.0,2024-12-27,2025-01-16,Link clicks,69.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,6604.0,12761.0,1716.48,1490.0,795.0,531.0,386.0,2024-12-27,2025-01-17,Link clicks,115.0
families_with_children__traffic__120215323827970063__en,to_date_ad,6059.0,12153.0,1633.16,1218.0,653.0,407.0,308.0,2024-12-27,2025-01-17,Link clicks,78.0
families_with_children__traffic__120215323827970063__de,to_date_ad,6237.0,10237.0,1344.3,1993.0,1070.0,685.0,489.0,2024-12-27,2025-01-17,Link clicks,50.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,6120.0,9812.0,1306.31,2250.0,1197.0,759.0,530.0,2024-12-27,2025-01-17,Link clicks,73.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,6973.0,13336.0,1886.4,1610.0,864.0,581.0,424.0,2024-12-27,2025-01-18,Link clicks,123.0
families_with_children__traffic__120215323827970063__en,to_date_ad,6400.0,12736.0,1802.25,1353.0,713.0,449.0,342.0,2024-12-27,2025-01-18,Link clicks,84.0
families_with_children__traffic__120215323827970063__de,to_date_ad,6634.0,10790.0,1507.62,2110.0,1138.0,730.0,526.0,2024-12-27,2025-01-18,Link clicks,52.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,6449.0,10298.0,1492.85,2391.0,1271.0,807.0,566.0,2024-12-27,2025-01-18,Link clicks,74.0
families_with_children__traffic__120215323827970063__de,to_date_ad,6942.0,11334.0,1646.32,2245.0,1219.0,790.0,575.0,2024-12-27,2025-01-19,Link clicks,54.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,6746.0,10781.0,1616.24,2506.0,1335.0,852.0,600.0,2024-12-27,2025-01-19,Link clicks,75.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,7271.0,13826.0,2004.76,1740.0,936.0,634.0,467.0,2024-12-27,2025-01-19,Link clicks,127.0
families_with_children__traffic__120215323827970063__en,to_date_ad,6757.0,13369.0,1950.16,1480.0,782.0,500.0,379.0,2024-12-27,2025-01-19,Link clicks,87.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,7271.0,13826.0,2004.76,1740.0,936.0,634.0,467.0,2024-12-27,2025-01-20,Link clicks,127.0
families_with_children__traffic__120215323827970063__en,to_date_ad,6757.0,13369.0,1950.16,1480.0,782.0,500.0,379.0,2024-12-27,2025-01-20,Link clicks,87.0
families_with_children__traffic__120215323827970063__de,to_date_ad,6942.0,11334.0,1646.32,2245.0,1219.0,790.0,575.0,2024-12-27,2025-01-20,Link clicks,54.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,6746.0,10781.0,1616.24,2506.0,1335.0,852.0,600.0,2024-12-27,2025-01-20,Link clicks,75.0
families_with_children__traffic__120215323827970063__de,to_date_ad,6942.0,11334.0,1646.32,2245.0,1219.0,790.0,575.0,2024-12-27,2025-01-21,Link clicks,54.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,6746.0,10781.0,1616.24,2506.0,1335.0,852.0,600.0,2024-12-27,2025-01-21,Link clicks,75.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,7271.0,13826.0,2004.76,1740.0,936.0,634.0,467.0,2024-12-27,2025-01-21,Link clicks,127.0
families_with_children__traffic__120215323827970063__en,to_date_ad,6757.0,13369.0,1950.16,1480.0,782.0,500.0,379.0,2024-12-27,2025-01-21,Link clicks,87.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,7271.0,13826.0,2004.76,1740.0,936.0,634.0,467.0,2024-12-27,2025-01-22,Link clicks,127.0
families_with_children__traffic__120215323827970063__en,to_date_ad,6757.0,13369.0,1950.16,1480.0,782.0,500.0,379.0,2024-12-27,2025-01-22,Link clicks,87.0
families_with_children__traffic__120215323827970063__de,to_date_ad,6942.0,11334.0,1646.32,2245.0,1219.0,790.0,575.0,2024-12-27,2025-01-22,Link clicks,54.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,6746.0,10781.0,1616.24,2506.0,1335.0,852.0,600.0,2024-12-27,2025-01-22,Link clicks,75.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,7271.0,13826.0,2004.76,1740.0,936.0,634.0,467.0,2024-12-27,2025-01-23,Link clicks,127.0
families_with_children__traffic__120215323827970063__en,to_date_ad,6757.0,13369.0,1950.16,1480.0,782.0,500.0,379.0,2024-12-27,2025-01-23,Link clicks,87.0
families_with_children__traffic__120215323827970063__de,to_date_ad,6942.0,11334.0,1646.32,2245.0,1219.0,790.0,575.0,2024-12-27,2025-01-23,Link clicks,54.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,6746.0,10781.0,1616.24,2506.0,1335.0,852.0,600.0,2024-12-27,2025-01-23,Link clicks,75.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,7346.0,11475.0,1832.53,2667.0,1415.0,902.0,636.0,2024-12-27,2025-01-24,Link clicks,79.0
families_with_children__traffic__120215323827970063__en,to_date_ad,7308.0,14267.0,2167.19,1620.0,851.0,543.0,412.0,2024-12-27,2025-01-24,Link clicks,90.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,7833.0,14555.0,2221.65,1927.0,1037.0,700.0,515.0,2024-12-27,2025-01-24,Link clicks,137.0
families_with_children__traffic__120215323827970063__de,to_date_ad,7494.0,12141.0,1863.29,2389.0,1295.0,839.0,607.0,2024-12-27,2025-01-24,Link clicks,61.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,8237.0,15182.0,2407.56,2062.0,1108.0,742.0,544.0,2024-12-27,2025-01-25,Link clicks,146.0
families_with_children__traffic__120215323827970063__en,to_date_ad,7708.0,14918.0,2348.53,1750.0,915.0,584.0,445.0,2024-12-27,2025-01-25,Link clicks,92.0
families_with_children__traffic__120215323827970063__de,to_date_ad,7902.0,12797.0,2053.29,2536.0,1372.0,889.0,645.0,2024-12-27,2025-01-25,Link clicks,63.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,7716.0,12022.0,2019.52,2804.0,1493.0,951.0,676.0,2024-12-27,2025-01-25,Link clicks,80.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,8237.0,15182.0,2407.56,2062.0,1108.0,742.0,544.0,2024-12-27,2025-01-26,Link clicks,146.0
families_with_children__traffic__120215323827970063__en,to_date_ad,7708.0,14918.0,2348.53,1750.0,915.0,584.0,445.0,2024-12-27,2025-01-26,Link clicks,92.0
families_with_children__traffic__120215323827970063__de,to_date_ad,7902.0,12797.0,2053.29,2536.0,1372.0,889.0,645.0,2024-12-27,2025-01-26,Link clicks,63.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,7716.0,12022.0,2019.52,2804.0,1493.0,951.0,676.0,2024-12-27,2025-01-26,Link clicks,80.0
families_with_children__traffic__120215323827970063__en,to_date_ad,7708.0,14919.0,2349.07,1751.0,916.0,584.0,445.0,2024-12-27,2025-01-27,Link clicks,92.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,7716.0,12022.0,2019.52,2804.0,1493.0,951.0,676.0,2024-12-27,2025-01-27,Link clicks,80.0
families_with_children__traffic__120215323827970063__de,to_date_ad,7904.0,12798.0,2053.42,2537.0,1372.0,889.0,645.0,2024-12-27,2025-01-27,Link clicks,63.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,8237.0,15183.0,2409.1,2063.0,1108.0,742.0,544.0,2024-12-27,2025-01-27,Link clicks,146.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,8237.0,15183.0,2409.1,2063.0,1108.0,742.0,544.0,2024-12-27,2025-01-28,Link clicks,146.0
families_with_children__traffic__120215323827970063__de,to_date_ad,7904.0,12798.0,2053.42,2537.0,1372.0,889.0,645.0,2024-12-27,2025-01-28,Link clicks,63.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,7716.0,12022.0,2019.52,2804.0,1493.0,951.0,676.0,2024-12-27,2025-01-28,Link clicks,80.0
families_with_children__traffic__120215323827970063__en,to_date_ad,7708.0,14919.0,2349.07,1751.0,916.0,584.0,445.0,2024-12-27,2025-01-28,Link clicks,92.0
families_with_children__traffic__120215323827970063__en,to_date_ad,7708.0,14919.0,2349.07,1751.0,916.0,584.0,445.0,2024-12-27,2025-01-29,Link clicks,92.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,7716.0,12022.0,2019.52,2804.0,1493.0,951.0,676.0,2024-12-27,2025-01-29,Link clicks,80.0
families_with_children__traffic__120215323827970063__de,to_date_ad,7904.0,12798.0,2053.42,2537.0,1372.0,889.0,645.0,2024-12-27,2025-01-29,Link clicks,63.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,8237.0,15183.0,2409.1,2063.0,1108.0,742.0,544.0,2024-12-27,2025-01-29,Link clicks,146.0
families_with_children__traffic__120215323827970063__en,to_date_ad,7708.0,14919.0,2349.07,1751.0,916.0,584.0,445.0,2024-12-27,2025-01-30,Link clicks,92.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,7716.0,12022.0,2019.52,2804.0,1493.0,951.0,676.0,2024-12-27,2025-01-30,Link clicks,80.0
families_with_children__traffic__120215323827970063__de,to_date_ad,7904.0,12798.0,2053.42,2537.0,1372.0,889.0,645.0,2024-12-27,2025-01-30,Link clicks,63.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,8237.0,15183.0,2409.1,2063.0,1108.0,742.0,544.0,2024-12-27,2025-01-30,Link clicks,146.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8202.0,15721.0,2543.51,1901.0,994.0,635.0,489.0,2024-12-27,2025-01-31,Link clicks,95.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8148.0,12671.0,2224.73,2953.0,1575.0,1006.0,713.0,2024-12-27,2025-01-31,Link clicks,80.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8388.0,13486.0,2242.16,2661.0,1445.0,933.0,680.0,2024-12-27,2025-01-31,Link clicks,67.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,8725.0,16015.0,2618.78,2215.0,1202.0,798.0,588.0,2024-12-27,2025-01-31,Link clicks,149.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8590.0,13328.0,2429.46,3074.0,1650.0,1053.0,745.0,2024-12-27,2025-02-01,Link clicks,84.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8700.0,14122.0,2427.84,2773.0,1510.0,977.0,714.0,2024-12-27,2025-02-01,Link clicks,70.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8606.0,16373.0,2716.01,2016.0,1054.0,678.0,526.0,2024-12-27,2025-02-01,Link clicks,100.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9127.0,16719.0,2823.53,2383.0,1296.0,862.0,635.0,2024-12-27,2025-02-01,Link clicks,156.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-02,Link clicks,158.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-02,Link clicks,70.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-02,Link clicks,85.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-02,Link clicks,100.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-03,Link clicks,100.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-03,Link clicks,85.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-03,Link clicks,70.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-03,Link clicks,158.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-04,Link clicks,100.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-04,Link clicks,85.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-04,Link clicks,70.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-04,Link clicks,158.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-05,Link clicks,100.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-05,Link clicks,85.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-05,Link clicks,70.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-05,Link clicks,158.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-06,Link clicks,70.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-06,Link clicks,158.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-06,Link clicks,100.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-06,Link clicks,85.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-07,Link clicks,70.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-07,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-07,Link clicks,158.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-07,Link clicks,100.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-08,Link clicks,158.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-08,Link clicks,100.0
