name,type,reach,impressions,spend,video_p25_watched_actions,video_p50_watched_actions,video_p75_watched_actions,video_p100_watched_actions,date_start,date_stop,result_type,results
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,5732.0,10709.0,1220.43,1816.0,1045.0,712.0,552.0,2024-12-27,2025-01-10,Link clicks,76.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,6050.0,11296.0,1381.42,1910.0,1108.0,755.0,587.0,2024-12-27,2025-01-11,Link clicks,80.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,6404.0,12169.0,1408.65,2536.0,1558.0,1101.0,811.0,2024-12-27,2025-01-11,Link clicks,106.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,6249.0,10081.0,1007.74,1942.0,1056.0,699.0,491.0,2024-12-27,2025-01-11,Link clicks,65.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,5809.0,9605.0,1013.92,1804.0,967.0,681.0,525.0,2024-12-27,2025-01-11,Link clicks,57.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,6575.0,10642.0,1109.81,2055.0,1125.0,740.0,522.0,2024-12-27,2025-01-12,Link clicks,67.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,6065.0,10069.0,1115.72,1881.0,1012.0,716.0,551.0,2024-12-27,2025-01-12,Link clicks,60.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,6662.0,12737.0,1507.01,2643.0,1621.0,1142.0,836.0,2024-12-27,2025-01-12,Link clicks,107.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,6288.0,11721.0,1489.71,1981.0,1149.0,785.0,613.0,2024-12-27,2025-01-12,Link clicks,82.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,6662.0,12737.0,1507.01,2643.0,1621.0,1142.0,836.0,2024-12-27,2025-01-13,Link clicks,107.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,6575.0,10642.0,1109.81,2055.0,1125.0,740.0,522.0,2024-12-27,2025-01-13,Link clicks,67.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,6065.0,10069.0,1115.72,1881.0,1012.0,716.0,551.0,2024-12-27,2025-01-13,Link clicks,60.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,6288.0,11721.0,1489.71,1981.0,1149.0,785.0,613.0,2024-12-27,2025-01-13,Link clicks,82.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,6288.0,11721.0,1489.71,1981.0,1149.0,785.0,613.0,2024-12-27,2025-01-14,Link clicks,82.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,6065.0,10069.0,1115.72,1881.0,1012.0,716.0,551.0,2024-12-27,2025-01-14,Link clicks,60.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,6662.0,12737.0,1507.01,2643.0,1621.0,1142.0,836.0,2024-12-27,2025-01-14,Link clicks,107.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,6575.0,10642.0,1109.81,2055.0,1125.0,740.0,522.0,2024-12-27,2025-01-14,Link clicks,67.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,6065.0,10069.0,1115.72,1881.0,1012.0,716.0,551.0,2024-12-27,2025-01-15,Link clicks,60.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,6662.0,12737.0,1507.01,2643.0,1621.0,1142.0,836.0,2024-12-27,2025-01-15,Link clicks,107.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,6288.0,11721.0,1489.71,1981.0,1149.0,785.0,613.0,2024-12-27,2025-01-15,Link clicks,82.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,6575.0,10642.0,1109.81,2055.0,1125.0,740.0,522.0,2024-12-27,2025-01-15,Link clicks,67.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,6575.0,10642.0,1109.81,2055.0,1125.0,740.0,522.0,2024-12-27,2025-01-16,Link clicks,67.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,6662.0,12737.0,1507.01,2643.0,1621.0,1142.0,836.0,2024-12-27,2025-01-16,Link clicks,107.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,6288.0,11721.0,1489.71,1981.0,1149.0,785.0,613.0,2024-12-27,2025-01-16,Link clicks,82.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,6065.0,10069.0,1115.72,1881.0,1012.0,716.0,551.0,2024-12-27,2025-01-16,Link clicks,60.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,6680.0,12309.0,1662.43,2078.0,1191.0,814.0,638.0,2024-12-27,2025-01-17,Link clicks,87.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,6457.0,10738.0,1265.16,1965.0,1051.0,745.0,574.0,2024-12-27,2025-01-17,Link clicks,63.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,6976.0,13297.0,1658.41,2740.0,1678.0,1180.0,863.0,2024-12-27,2025-01-17,Link clicks,109.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,6948.0,11225.0,1256.24,2170.0,1191.0,785.0,559.0,2024-12-27,2025-01-17,Link clicks,71.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,7074.0,12918.0,1833.6,2180.0,1256.0,864.0,678.0,2024-12-27,2025-01-18,Link clicks,89.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,6811.0,11430.0,1432.06,2093.0,1132.0,805.0,619.0,2024-12-27,2025-01-18,Link clicks,65.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,7355.0,13899.0,1825.44,2856.0,1739.0,1228.0,900.0,2024-12-27,2025-01-18,Link clicks,111.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,7226.0,11683.0,1412.19,2281.0,1251.0,828.0,587.0,2024-12-27,2025-01-18,Link clicks,74.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,7364.0,13434.0,1958.87,2273.0,1312.0,903.0,714.0,2024-12-27,2025-01-19,Link clicks,92.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,7113.0,12032.0,1543.67,2206.0,1211.0,858.0,657.0,2024-12-27,2025-01-19,Link clicks,70.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,7673.0,14448.0,1962.81,2963.0,1799.0,1276.0,936.0,2024-12-27,2025-01-19,Link clicks,112.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,7532.0,12219.0,1529.47,2403.0,1331.0,891.0,641.0,2024-12-27,2025-01-19,Link clicks,77.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,7532.0,12219.0,1529.47,2403.0,1331.0,891.0,641.0,2024-12-27,2025-01-21,Link clicks,77.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,7673.0,14448.0,1962.81,2963.0,1799.0,1276.0,936.0,2024-12-27,2025-01-21,Link clicks,112.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,7113.0,12032.0,1543.67,2206.0,1211.0,858.0,657.0,2024-12-27,2025-01-21,Link clicks,70.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,7364.0,13434.0,1958.87,2273.0,1312.0,903.0,714.0,2024-12-27,2025-01-21,Link clicks,92.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,7532.0,12219.0,1529.47,2403.0,1331.0,891.0,641.0,2024-12-27,2025-01-22,Link clicks,77.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,7673.0,14448.0,1962.81,2963.0,1799.0,1276.0,936.0,2024-12-27,2025-01-22,Link clicks,112.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,7364.0,13434.0,1958.87,2273.0,1312.0,903.0,714.0,2024-12-27,2025-01-22,Link clicks,92.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,7113.0,12032.0,1543.67,2206.0,1211.0,858.0,657.0,2024-12-27,2025-01-22,Link clicks,70.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,7364.0,13434.0,1958.87,2273.0,1312.0,903.0,714.0,2024-12-27,2025-01-23,Link clicks,92.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,7113.0,12032.0,1543.67,2206.0,1211.0,858.0,657.0,2024-12-27,2025-01-23,Link clicks,70.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,7673.0,14448.0,1962.81,2963.0,1799.0,1276.0,936.0,2024-12-27,2025-01-23,Link clicks,112.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,7532.0,12219.0,1529.47,2403.0,1331.0,891.0,641.0,2024-12-27,2025-01-23,Link clicks,77.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,8144.0,13066.0,1742.86,2562.0,1420.0,954.0,690.0,2024-12-27,2025-01-24,Link clicks,82.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,7942.0,14352.0,2173.63,2385.0,1379.0,959.0,749.0,2024-12-27,2025-01-24,Link clicks,98.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,7723.0,12969.0,1755.46,2319.0,1269.0,891.0,683.0,2024-12-27,2025-01-24,Link clicks,72.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,8371.0,15539.0,2174.22,3124.0,1884.0,1329.0,981.0,2024-12-27,2025-01-24,Link clicks,115.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,8829.0,16326.0,2363.52,3272.0,1963.0,1382.0,1020.0,2024-12-27,2025-01-25,Link clicks,120.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,8550.0,13773.0,1921.28,2670.0,1480.0,1001.0,722.0,2024-12-27,2025-01-25,Link clicks,86.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,8345.0,15046.0,2363.89,2487.0,1445.0,1001.0,779.0,2024-12-27,2025-01-25,Link clicks,102.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8123.0,13765.0,1940.2,2439.0,1345.0,946.0,724.0,2024-12-27,2025-01-25,Link clicks,74.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,8550.0,13773.0,1921.28,2670.0,1480.0,1001.0,722.0,2024-12-27,2025-01-26,Link clicks,86.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,8829.0,16326.0,2363.52,3272.0,1963.0,1382.0,1020.0,2024-12-27,2025-01-26,Link clicks,120.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,8345.0,15046.0,2363.89,2487.0,1445.0,1001.0,779.0,2024-12-27,2025-01-26,Link clicks,102.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8123.0,13765.0,1940.2,2439.0,1345.0,946.0,724.0,2024-12-27,2025-01-26,Link clicks,74.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,8347.0,15050.0,2364.72,2490.0,1446.0,1001.0,779.0,2024-12-27,2025-01-27,Link clicks,102.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8123.0,13766.0,1940.91,2440.0,1346.0,946.0,724.0,2024-12-27,2025-01-27,Link clicks,74.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,8831.0,16328.0,2363.89,3272.0,1963.0,1382.0,1020.0,2024-12-27,2025-01-27,Link clicks,120.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,8552.0,13778.0,1924.3,2672.0,1482.0,1003.0,724.0,2024-12-27,2025-01-27,Link clicks,86.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,8347.0,15050.0,2364.72,2490.0,1446.0,1001.0,779.0,2024-12-27,2025-01-28,Link clicks,102.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8123.0,13766.0,1940.91,2440.0,1346.0,946.0,724.0,2024-12-27,2025-01-28,Link clicks,74.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,8831.0,16328.0,2363.89,3272.0,1963.0,1382.0,1020.0,2024-12-27,2025-01-28,Link clicks,120.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,8552.0,13778.0,1924.3,2672.0,1482.0,1003.0,724.0,2024-12-27,2025-01-28,Link clicks,86.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,8552.0,13778.0,1924.3,2672.0,1482.0,1003.0,724.0,2024-12-27,2025-01-29,Link clicks,86.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,8347.0,15050.0,2364.72,2490.0,1446.0,1001.0,779.0,2024-12-27,2025-01-29,Link clicks,102.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8123.0,13766.0,1940.91,2440.0,1346.0,946.0,724.0,2024-12-27,2025-01-29,Link clicks,74.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,8831.0,16328.0,2363.89,3272.0,1963.0,1382.0,1020.0,2024-12-27,2025-01-29,Link clicks,120.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,8552.0,13778.0,1924.3,2672.0,1482.0,1003.0,724.0,2024-12-27,2025-01-30,Link clicks,86.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,8831.0,16328.0,2363.89,3272.0,1963.0,1382.0,1020.0,2024-12-27,2025-01-30,Link clicks,120.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8123.0,13766.0,1940.91,2440.0,1346.0,946.0,724.0,2024-12-27,2025-01-30,Link clicks,74.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,8347.0,15050.0,2364.72,2490.0,1446.0,1001.0,779.0,2024-12-27,2025-01-30,Link clicks,102.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,8699.0,15526.0,2488.74,2586.0,1508.0,1053.0,817.0,2024-12-27,2025-01-31,Link clicks,102.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8414.0,14277.0,2058.43,2508.0,1393.0,985.0,754.0,2024-12-27,2025-01-31,Link clicks,75.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9123.0,16764.0,2485.66,3351.0,2006.0,1412.0,1046.0,2024-12-27,2025-01-31,Link clicks,123.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,8856.0,14249.0,2045.75,2774.0,1541.0,1042.0,759.0,2024-12-27,2025-01-31,Link clicks,87.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9096.0,14613.0,2142.86,2833.0,1578.0,1068.0,781.0,2024-12-27,2025-02-01,Link clicks,91.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,8935.0,15942.0,2607.94,2650.0,1540.0,1079.0,840.0,2024-12-27,2025-02-01,Link clicks,104.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8646.0,14672.0,2158.13,2553.0,1420.0,1007.0,770.0,2024-12-27,2025-02-01,Link clicks,78.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9381.0,17220.0,2592.46,3419.0,2044.0,1440.0,1071.0,2024-12-27,2025-02-01,Link clicks,124.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-02,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-02,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-02,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-02,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-03,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-03,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-03,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-03,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-04,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-04,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-04,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-04,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-05,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-05,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-05,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-05,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-06,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-06,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-06,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-06,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-07,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-07,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-07,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-07,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-08,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-08,Link clicks,93.0
